index,userId,movieId,rating,timestamp
26000000,270634,133203,4,1483942604
26000001,270634,133205,4,1483942601
26000002,270634,134130,1,1483855797
26000003,270634,134170,5,1483855534
26000004,270634,134853,3,1483854928
26000005,270634,135143,2,1483855480
26000006,270634,135623,3.5,1483985255
26000007,270634,135887,1,1484428509
26000008,270634,136018,1,1483855461
26000009,270634,136020,2,1483941730
26000010,270634,136864,1,1483940147
26000011,270634,137337,2,1483939519
26000012,270634,139385,3.5,1483855326
26000013,270634,139855,4.5,1483857826
26000014,270634,140265,2.5,1483984929
26000015,270634,141004,2.5,1483942073
26000016,270634,141688,3,1483855358
26000017,270634,141890,3,1483939831
26000018,270634,142115,4,1483858717
26000019,270634,143385,1,1483941741
26000020,270634,144606,1,1483942754
26000021,270634,147380,2,1483858484
26000022,270634,148667,4.5,1483858919
26000023,270634,148888,0.5,1483942037
26000024,270634,149352,2.5,1483858627
26000025,270634,150548,4,1483941794
26000026,270634,152077,1,1483942746
26000027,270634,152081,2,1483857650
26000028,270634,152591,3,1483942867
26000029,270634,152970,3,1483934657
26000030,270634,155581,0.5,1483987656
26000031,270634,157296,1,1483939812
26000032,270634,158316,2.5,1483984987
26000033,270634,158813,0.5,1483855494
26000034,270634,159755,0.5,1483942728
26000035,270634,159817,4.5,1483858727
26000036,270634,159819,4,1483857975
26000037,270634,159849,5,1483942620
26000038,270634,161024,3,1483984950
26000039,270634,161131,2.5,1484435472
26000040,270634,161920,0.5,1483855524
26000041,270634,162578,5,1483854323
26000042,270634,162864,4,1483942570
26000043,270634,164179,5,1483854321
26000044,270634,165483,5,1483987567
26000045,270634,166528,2,1483857657
26000046,270634,167800,4,1483985050
26000047,270634,167854,3.5,1483934676
26000048,270634,168250,3.5,1494723706
26000049,270634,168252,1,1494723747
26000050,270634,171631,1.5,1494723952
26000051,270635,10,3,845398461
26000052,270635,17,4,845398612
26000053,270635,21,4,845398543
26000054,270635,34,4,845398502
26000055,270635,39,3,845398612
26000056,270635,47,4,845398502
26000057,270635,50,3,845398543
26000058,270635,150,3,845398369
26000059,270635,153,3,845398395
26000060,270635,161,3,845398461
26000061,270635,165,3,845398395
26000062,270635,185,3,845398485
26000063,270635,208,2,845398461
26000064,270635,253,3,845398485
26000065,270635,288,2,845398485
26000066,270635,292,3,845398461
26000067,270635,296,4,845398369
26000068,270635,300,4,845398519
26000069,270635,316,3,845398432
26000070,270635,318,4,845398432
26000071,270635,329,3,845398413
26000072,270635,339,3,845398485
26000073,270635,349,3,845398395
26000074,270635,356,3,845398432
26000075,270635,367,2,845398519
26000076,270635,377,3,845398502
26000077,270635,380,3,845398369
26000078,270635,410,3,845398519
26000079,270635,454,3,845398485
26000080,270635,457,3,845398413
26000081,270635,480,3,845398432
26000082,270635,500,3,845398519
26000083,270635,527,4,845398612
26000084,270635,539,3,845398543
26000085,270635,587,2,845398519
26000086,270635,589,3,845398502
26000087,270635,590,3,845398369
26000088,270635,592,3,845398369
26000089,270635,593,3,845398413
26000090,270635,597,3,845398543
26000091,270635,608,4,845398612
26000092,270636,22,2.5,1057203677
26000093,270636,32,4,1057204479
26000094,270636,52,3,1057203612
26000095,270636,60,2.5,1057206192
26000096,270636,111,5,1057204426
26000097,270636,208,1,1057204686
26000098,270636,246,4.5,1057203595
26000099,270636,260,5,1057204514
26000100,270636,317,3,1057206182
26000101,270636,349,3,1057204053
26000102,270636,368,4,1057205320
26000103,270636,373,4,1057204854
26000104,270636,529,4,1057203635
26000105,270636,541,4.5,1057205047
26000106,270636,553,4,1057205291
26000107,270636,589,4,1057203906
26000108,270636,590,4,1057203959
26000109,270636,599,4.5,1057204656
26000110,270636,648,1,1057204699
26000111,270636,680,4.5,1057205161
26000112,270636,750,4.5,1057204555
26000113,270636,852,3,1057203642
26000114,270636,858,5,1057204383
26000115,270636,899,4.5,1057204583
26000116,270636,903,5,1057204393
26000117,270636,905,4.5,1057206338
26000118,270636,912,5,1057204368
26000119,270636,913,4,1057203683
26000120,270636,922,4.5,1057205054
26000121,270636,942,4,1057205077
26000122,270636,951,4.5,1057206360
26000123,270636,968,4.5,1057204806
26000124,270636,969,4.5,1057205397
26000125,270636,1027,3.5,1057204060
26000126,270636,1080,4,1057204464
26000127,270636,1090,4.5,1057204901
26000128,270636,1097,2.5,1057205194
26000129,270636,1120,4,1057203956
26000130,270636,1136,4.5,1057204467
26000131,270636,1172,4,1057205440
26000132,270636,1179,4,1057205074
26000133,270636,1188,4,1057204965
26000134,270636,1196,4.5,1057204516
26000135,270636,1197,4.5,1057205392
26000136,270636,1199,4.5,1057203670
26000137,270636,1200,4,1057205166
26000138,270636,1201,4,1057204490
26000139,270636,1206,4.5,1057204547
26000140,270636,1207,4.5,1057204416
26000141,270636,1209,4.5,1057204502
26000142,270636,1210,4,1057204519
26000143,270636,1213,4,1057204453
26000144,270636,1214,4,1057205147
26000145,270636,1218,4.5,1057204710
26000146,270636,1221,5,1057204385
26000147,270636,1228,4.5,1057204445
26000148,270636,1230,5,1057205427
26000149,270636,1234,4.5,1057203603
26000150,270636,1240,4,1057205171
26000151,270636,1244,4.5,1057205432
26000152,270636,1248,4,1057205059
26000153,270636,1251,5,1057204437
26000154,270636,1252,4.5,1057205041
26000155,270636,1256,4.5,1057206354
26000156,270636,1260,4,1057205065
26000157,270636,1265,4,1057204923
26000158,270636,1266,4.5,1057205230
26000159,270636,1270,4,1057205188
26000160,270636,1276,4,1057206313
26000161,270636,1283,4.5,1057205237
26000162,270636,1284,4.5,1057204833
26000163,270636,1288,4.5,1057206326
26000164,270636,1304,4.5,1057205234
26000165,270636,1344,4.5,1057205099
26000166,270636,1358,4,1057203640
26000167,270636,1394,3,1057206384
26000168,270636,1407,2.5,1057203618
26000169,270636,1580,2.5,1057204041
26000170,270636,1584,4,1057205208
26000171,270636,1610,4,1057203949
26000172,270636,1617,4,1057205038
26000173,270636,1682,4,1057203663
26000174,270636,1748,4,1057204956
26000175,270636,1921,3,1057205197
26000176,270636,1923,3,1057203953
26000177,270636,1944,4,1057205435
26000178,270636,2000,3,1057203610
26000179,270636,2005,2,1057206143
26000180,270636,2019,5,1057204404
26000181,270636,2054,3.5,1057206227
26000182,270636,2066,4.5,1057204818
26000183,270636,2076,4.5,1057204976
26000184,270636,2186,4,1057205045
26000185,270636,2268,3.5,1057203680
26000186,270636,2291,3.5,1057203648
26000187,270636,2324,4.5,1057203631
26000188,270636,2395,3.5,1057203658
26000189,270636,2401,4,1057205271
26000190,270636,2571,4,1057205164
26000191,270636,2599,4,1057206381
26000192,270636,2628,3,1057204521
26000193,270636,2640,4,1057203661
26000194,270636,2664,4,1057205173
26000195,270636,2692,4,1057204606
26000196,270636,2712,3.5,1057203674
26000197,270636,2726,4,1057205051
26000198,270636,2797,3,1057206129
26000199,270636,2916,3.5,1057204890
26000200,270636,2921,3.5,1057205256
26000201,270636,2922,3,1057205273
26000202,270636,2951,3.5,1057205260
26000203,270636,2952,4,1057204909
26000204,270636,2968,4,1057205202
26000205,270636,2987,4,1057205111
26000206,270636,2997,4.5,1057206347
26000207,270636,3037,3.5,1057203934
26000208,270636,3088,4,1057206367
26000209,270636,3160,4.5,1057204622
26000210,270636,3256,3.5,1057204050
26000211,270636,3273,1,1057204944
26000212,270636,3307,4.5,1057204565
26000213,270636,3363,4,1057206375
26000214,270636,3365,4.5,1057205232
26000215,270636,3435,4.5,1057204846
26000216,270636,3481,3.5,1057206362
26000217,270636,3494,4,1057205281
26000218,270636,3508,4.5,1057205240
26000219,270636,3555,1,1057204678
26000220,270636,3623,1,1057204701
26000221,270636,3629,4,1057206341
26000222,270636,3681,3.5,1057205262
26000223,270636,3683,4.5,1057204876
26000224,270636,3730,4.5,1057204667
26000225,270636,3733,3,1057203944
26000226,270636,3871,4.5,1057205244
26000227,270636,3947,4,1057204864
26000228,270636,3966,4,1057205094
26000229,270636,3983,3.5,1057206333
26000230,270636,3996,3,1057203626
26000231,270636,3997,1,1057206247
26000232,270636,4031,3,1057205354
26000233,270636,4037,4,1057205083
26000234,270636,4226,4,1057204642
26000235,270636,4306,3.5,1057206122
26000236,270636,4327,4,1057205226
26000237,270636,4406,4.5,1057205223
26000238,270636,4426,4,1057205090
26000239,270636,4447,2,1057204934
26000240,270636,4535,4,1057205286
26000241,270636,4571,3.5,1057206159
26000242,270636,4585,3.5,1057204032
26000243,270636,4710,4,1057205267
26000244,270636,4848,4.5,1057204632
26000245,270636,4878,4,1057204615
26000246,270636,4896,3.5,1057206175
26000247,270636,4973,4,1057205390
26000248,270636,4993,4.5,1057204595
26000249,270636,5010,3,1057203920
26000250,270636,5060,4,1057206372
26000251,270636,5378,3,1057204523
26000252,270636,5445,2.5,1057205178
26000253,270636,5446,4,1057203820
26000254,270636,5632,4,1057203940
26000255,270636,5673,3.5,1057203889
26000256,270636,5688,3,1057204020
26000257,270636,5812,4,1057205419
26000258,270636,5816,3.5,1057206171
26000259,270636,5872,1,1057204069
26000260,270636,5899,4,1057203910
26000261,270636,5902,4,1057203883
26000262,270636,5945,3.5,1057203915
26000263,270636,5952,4,1057206114
26000264,270636,5954,3,1057203891
26000265,270636,5956,4,1057203977
26000266,270636,6296,3,1057203747
26000267,270636,6322,3,1057203786
26000268,270636,6323,3,1057203784
26000269,270636,6333,2.5,1057203743
26000270,270636,6339,3,1057203751
26000271,270636,6365,3,1057203760
26000272,270636,6367,3,1057203770
26000273,270636,6428,3.5,1057203899
26000274,270636,6518,3,1057204265
26000275,270636,6533,4.5,1057204256
26000276,270637,480,1,976198335
26000277,270637,648,3,976198502
26000278,270637,779,3,976198580
26000279,270637,973,2,976198335
26000280,270637,1073,1,976198335
26000281,270637,1193,1,976198375
26000282,270637,1408,2,976198375
26000283,270637,1459,2,976198655
26000284,270637,1934,3,976198335
26000285,270637,3173,3,976198526
26000286,270637,3420,2,976198580
26000287,270637,3753,2,976198460
26000288,270637,3755,1,976198460
26000289,270638,2707,4.5,1382313904
26000290,270638,2826,2,1382313883
26000291,270638,3113,3,1382314010
26000292,270638,40278,3,1382314207
26000293,270639,1,3,976279416
26000294,270639,21,3,976279875
26000295,270639,24,2,976280874
26000296,270639,32,2,976280476
26000297,270639,34,3,976279592
26000298,270639,47,5,976204728
26000299,270639,76,2,976280977
26000300,270639,111,4,976205508
26000301,270639,141,2,976280052
26000302,270639,160,2,976281158
26000303,270639,173,2,976281102
26000304,270639,185,3,976281005
26000305,270639,187,3,976279764
26000306,270639,196,3,976281041
26000307,270639,258,2,976281194
26000308,270639,260,4,976280426
26000309,270639,316,3,976280830
26000310,270639,317,3,976280139
26000311,270639,318,5,976204592
26000312,270639,327,1,976281194
26000313,270639,329,3,976280902
26000314,270639,330,3,976205852
26000315,270639,338,2,976281041
26000316,270639,353,1,976202259
26000317,270639,356,5,976280202
26000318,270639,357,3,976280052
26000319,270639,364,4,976205409
26000320,270639,368,2,976280001
26000321,270639,379,2,976281102
26000322,270639,405,2,976281158
26000323,270639,426,3,976280725
26000324,270639,435,2,976281041
26000325,270639,442,2,976280902
26000326,270639,454,4,976204500
26000327,270639,471,2,976279729
26000328,270639,480,5,976280601
26000329,270639,504,3,976281131
26000330,270639,512,2,976281102
26000331,270639,519,1,976281194
26000332,270639,539,3,976205825
26000333,270639,541,3,976280426
26000334,270639,587,4,976279875
26000335,270639,588,3,976279940
26000336,270639,589,5,976280426
26000337,270639,593,5,976205567
26000338,270639,594,4,976204757
26000339,270639,663,2,976280025
26000340,270639,671,3,976280648
26000341,270639,748,4,976280936
26000342,270639,750,2,976280476
26000343,270639,780,2,976205163
26000344,270639,788,3,976280977
26000345,270639,805,4,976204533
26000346,270639,849,2,976202259
26000347,270639,902,5,976205317
26000348,270639,908,4,976205459
26000349,270639,913,4,976202259
26000350,270639,915,3,976279906
26000351,270639,920,5,976204970
26000352,270639,924,2,976280476
26000353,270639,933,3,976279729
26000354,270639,950,4,976205378
26000355,270639,968,2,976203989
26000356,270639,1019,4,976280601
26000357,270639,1037,2,976281102
26000358,270639,1080,2,976279622
26000359,270639,1097,4,976280513
26000360,270639,1127,3,976203193
26000361,270639,1129,3,976280693
26000362,270639,1136,3,976279381
26000363,270639,1162,3,976279277
26000364,270639,1172,3,976279338
26000365,270639,1193,5,976202194
26000366,270639,1196,4,976280426
